file_url,relative_path,commit_hash,file_role,role_note,domain,repository_url,number_of_imports,number_of_external_imports,number_of_internal_imports,number_of_standard_imports,number_of_classes,number_of_functions,is_entry_point,has_wait_state,number_of_decorators,number_of_base_classes,has_model_in_path,has_view_in_path,has_test_in_path,has_util_in_path,has_migration_in_path,has_script_in_path,has_middleware_in_path,has_enum_in_path,has_config_in_path,path_depth,functions_to_classes_ratio,external_import_ratio,code_complexity,repository_full_name,github_status,has_route_in_path,has_url_in_path,has_command_in_path,has_interceptor_in_path,has_type_in_path,has_controller_in_path,has_core_in_path,has_ml_in_path,has_setting_in_name,has_conf_in_name,has_main_in_name,has_type_in_name,has_route_in_name,has_url_in_name,has_view_in_name,has_util_in_name,has_migration_prefix_in_name,imports_testing_library,imports_db_orm,imports_enum_lib,imports_cli_lib,imports_http_framework,imports_migration_lib,imports_ml_lib,imports_config_lib,inherits_model_class,inherits_view_class,inherits_serializer_class,inherits_enum_class,inherits_migration_class,inherits_test_class,inherits_middleware_class,inherits_exception_class,has_cli_decorator,has_route_decorator,has_test_decorator,has_dataclass_decorator,has_test_prefix_in_names,has_http_method_in_names,has_setup_teardown_in_names,ratio_test_functions,has_migrate_func_in_names,import_count
https://github.com/nsidnev/fastapi-realworld-example-app/blob/029eb77/app/core/settings/base.py,app/core/settings/base.py,029eb77,config,,Demo FastAPI Application,https://api.github.com/repos/nsidnev/fastapi-realworld-example-app,2,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0.0,0.5,2,nsidnev/fastapi-realworld-example-app,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
https://github.com/django/django/blob/8c2d3dc/django/middleware/clickjacking.py,django/middleware/clickjacking.py,8c2d3dc,middleware,,Backend Framewrok Library,https://api.github.com/repos/django/django,2,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2.0,0.0,1,django/django,available_on_github,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
https://github.com/lanchiang/strudel/blob/765570b/strudel/data.py,strudel/data.py,765570b,utility,loads data form files,Classifying verbose CSV files structure,https://api.github.com/repos/lanchiang/strudel,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,lanchiang/strudel,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://github.com/Kludex/starlette/blob/073fd7b/tests/test_staticfiles.py,tests/test_staticfiles.py,073fd7b,test,,,https://api.github.com/repos/Kludex/starlette,18,3,9,6,0,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.1666666666666666,3,Kludex/starlette,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.972972972972973,0.0,0.0
https://github.com/invoke-ai/InvokeAI/blob/42c7e73/invokeai/frontend/install/import_images.py,invokeai/frontend/install/import_images.py,42c7e73,command-line-interface_command,"in comment it explicitly said its a script for importing iamges  but the code says otherwise, its a command line application that prompts the user and even have y and n optoin",Local image generation model,https://api.github.com/repos/invoke-ai/InvokeAI,19,8,3,8,6,35,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5.833333333333333,0.4210526315789473,4,invoke-ai/InvokeAI,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/netbox-community/netbox/blob/fd35c36/netbox/circuits/migrations/0053_owner.py,netbox/circuits/migrations/0053_owner.py,fd35c36,migration,,Network Management,https://api.github.com/repos/netbox-community/netbox,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0.0,1.0,1,netbox-community/netbox,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/invoke-ai/InvokeAI/blob/42c7e73/invokeai/backend/spandrel_image_to_image_model.py,invokeai/backend/spandrel_image_to_image_model.py,42c7e73,prediction_model,uses tensorflow and ai libraries,Local image generation model,https://api.github.com/repos/invoke-ai/InvokeAI,10,3,3,4,1,13,0,0,3,1,1,0,0,0,0,0,0,0,0,2,13.0,0.3,4,invoke-ai/InvokeAI,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
https://github.com/saleor/saleor/blob/4e97fde/saleor/attribute/migrations/0009_auto_20210421_0552.py,saleor/attribute/migrations/0009_auto_20210421_0552.py,4e97fde,migration,,E-commerce Django Application,https://api.github.com/repos/saleor/saleor,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1.0,1.0,1,saleor/saleor,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/wagtail/wagtail/blob/e4f859a/wagtail/images/models.py,wagtail/images/models.py,e4f859a,model,,Django application for content management,https://api.github.com/repos/wagtail/wagtail,55,22,18,15,16,82,0,1,6,13,1,0,0,0,0,0,0,0,0,2,5.125,0.4,22,wagtail/wagtail,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
https://github.com/bentoml/BentoML/blob/73c4dbe/src/bentoml/_internal/container/nerdctl.py,src/bentoml/_internal/container/nerdctl.py,73c4dbe,utility,,ML framework for serving ai models,https://api.github.com/repos/bentoml/BentoML,11,2,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.1818181818181818,0,bentoml/BentoML,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/Kludex/starlette/blob/073fd7b/tests/test_convertors.py,tests/test_convertors.py,073fd7b,test,,,https://api.github.com/repos/Kludex/starlette,12,1,8,3,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.0,0.0833333333333333,0,Kludex/starlette,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0
https://github.com/invoke-ai/InvokeAI/blob/42c7e73/invokeai/backend/z_image/z_image_controlnet_extension.py,invokeai/backend/z_image/z_image_controlnet_extension.py,42c7e73,prediction_model,,Local image generation model,https://api.github.com/repos/invoke-ai/InvokeAI,9,4,2,3,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8.0,0.4444444444444444,1,invoke-ai/InvokeAI,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
https://github.com/invoke-ai/InvokeAI/blob/42c7e73/invokeai/frontend/cli/arg_parser.py,invokeai/frontend/cli/arg_parser.py,42c7e73,utility,i thought its command-line but it might be a utility (iam not sure),Local image generation model,https://api.github.com/repos/invoke-ai/InvokeAI,5,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.0,0.2,1,invoke-ai/InvokeAI,available_on_github,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
https://github.com/netbox-community/netbox/blob/fd35c36/netbox/circuits/migrations/0056_gfk_indexes.py,netbox/circuits/migrations/0056_gfk_indexes.py,fd35c36,migration,,Network Management,https://api.github.com/repos/netbox-community/netbox,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0.0,1.0,1,netbox-community/netbox,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/wagtail/wagtail/blob/e4f859a/wagtail/contrib/sitemaps/views.py,wagtail/contrib/sitemaps/views.py,e4f859a,view,,Django application for content management,https://api.github.com/repos/wagtail/wagtail,3,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,wagtail/wagtail,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://github.com/encode/django-rest-framework/blob/156bd5d/rest_framework/utils/urls.py,rest_framework/utils/urls.py,156bd5d,utility,,,https://api.github.com/repos/encode/django-rest-framework,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.5,0,encode/django-rest-framework,available_on_github,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
https://github.com/invoke-ai/InvokeAI/blob/42c7e73/invokeai/backend/textual_inversion.py,invokeai/backend/textual_inversion.py,42c7e73,prediction_model,,Local image generation model,https://api.github.com/repos/invoke-ai/InvokeAI,10,4,2,4,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2.5,0.4,3,invoke-ai/InvokeAI,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
https://github.com/python-poetry/poetry/blob/aab3194/src/poetry/vcs/git/backend.py,src/poetry/vcs/git/backend.py,aab3194,utility,,,https://api.github.com/repos/python-poetry/poetry,32,15,6,11,4,25,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6.25,0.46875,3,python-poetry/poetry,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
https://github.com/saleor/saleor/blob/4e97fde/saleor/attribute/migrations/0042_propagate_temporary_field.py,saleor/attribute/migrations/0042_propagate_temporary_field.py,4e97fde,migration,,E-commerce Django Application,https://api.github.com/repos/saleor/saleor,2,2,0,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4.0,1.0,1,saleor/saleor,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/pallets/flask/blob/36e4a82/examples/tutorial/tests/test_factory.py,examples/tutorial/tests/test_factory.py,36e4a82,test,part of an example flask app,Web framework,https://api.github.com/repos/pallets/flask,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,0.0,0,pallets/flask,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
https://github.com/lanchiang/AggreCol/blob/7143b31/aggrdet/helpers.py,aggrdet/helpers.py,7143b31,utility,,Algorithm to detect aggregations in verbose CSV files,https://api.github.com/repos/lanchiang/AggreCol,5,2,0,3,2,5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2.5,0.4,2,lanchiang/AggreCol,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
https://github.com/saleor/saleor/blob/4e97fde/saleor/auth/migrations/0001_initial.py,saleor/auth/migrations/0001_initial.py,4e97fde,migration,,E-commerce Django Application,https://api.github.com/repos/saleor/saleor,7,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0.0,0.5714285714285714,1,saleor/saleor,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://github.com/saleor/saleor/blob/4e97fde/saleor/core/editorjs/models.py,saleor/core/editorjs/models.py,4e97fde,model,,E-commerce Django Application,https://api.github.com/repos/saleor/saleor,15,6,6,3,18,8,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0.4444444444444444,0.4,4,saleor/saleor,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
https://github.com/lanchiang/AggreCol/blob/7143b31/aggrdet/aggrecol/supplemental.py,aggrdet/aggrecol/supplemental.py,7143b31,core,core,Algorithm to detect aggregations in verbose CSV files,https://api.github.com/repos/lanchiang/AggreCol,15,0,8,7,3,10,0,1,1,2,0,0,0,0,0,0,0,0,0,2,3.333333333333333,0.0,6,lanchiang/AggreCol,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://github.com/django/django/blob/8c2d3dc/django/contrib/admindocs/utils.py,django/contrib/admindocs/utils.py,8c2d3dc,utility,,Backend Framewrok Library,https://api.github.com/repos/django/django,13,4,5,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0,0.3076923076923077,0,django/django,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
https://github.com/psf/requests/blob/cd90742/src/requests/api.py,src/requests/api.py,cd90742,view,,HTTP Client,https://api.github.com/repos/psf/requests,6,2,1,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3333333333333333,0,psf/requests,available_on_github,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
